Pali Text,English Translation,Contexts,Usage Count
Ajjhattānattahetusuttaṃ,,Section Title: sn.4.1/Section 142,1
Ajjhattānattasuttaṃ,,Section Title: sn.4.1/Section 3,1
Ajjhattānattātītānāgatasuttaṃ,,Section Title: sn.4.1/Section 9,1
Ajjhattāniccahetusuttaṃ,,Section Title: sn.4.1/Section 140,1
Ajjhattāniccasuttaṃ,,Section Title: sn.4.1/Section 1,1
Ajjhattāniccātītānāgatasuttaṃ,,Section Title: sn.4.1/Section 7,1
Ajjhattānāgatayadaniccasuttaṃ,,Section Title: sn.4.1/Section 205,1
Ajjhattānāgatāniccasuttaṃ,,Section Title: sn.4.1/Section 187,1
Ajjhattātītayadaniccasuttaṃ,,Section Title: sn.4.1/Section 204,1
Ajjhattātītādianattasuttaṃ,,Section Title: sn.4.1/Section 192,1
Ajjhattātītādidukkhasuttaṃ,,Section Title: sn.4.1/Section 189,1
Ajjhattātītādiyadanattasuttaṃ,,Section Title: sn.4.1/Section 210,1
Ajjhattātītādiyaṃdukkhasuttaṃ,,Section Title: sn.4.1/Section 207,1
Ajjhattātītāniccasuttaṃ,,Section Title: sn.4.1/Section 186,1
Ajjhattāyatanaanattasuttaṃ,,Section Title: sn.4.1/Section 224,1
Ajjhattāyatanaaniccasuttaṃ,,Section Title: sn.4.1/Section 222,1
Ajjhattāyatanadukkhasuttaṃ,,Section Title: sn.4.1/Section 223,1
Akkhamasuttaṃ,,Section Title: an5.9/Section 85,1
Akkodhanasuttaṃ,,Section Title: sn.4.3/Section 294,1
Akkodhasuttaṃ,,Section Title: sn.1.11/Section 271,1
Akkosakasuttaṃ,,Section Title: an5.22/Section 211,1
Akkosasuttaṃ,,Section Title: sn.1.7/Section 188,1
Akusalamūlasuttaṃ,,Section Title: an3.7/Section 70,1
Akusalavitakkasuttaṃ,,Section Title: sn.1.9/Section 231,1
Alabbhanīyaṭhānasuttaṃ,,Section Title: an5.5/Section 48,1
Amaccharīsuttaṃ,,Section Title: sn.4.3/Section 297,1
Amatasuttaṃ,,Section Title: sn.5.3/Section 407,1
Amatavaggo,,Vagga Title: sn.5.3/Section 407,1
Ambapālisuttaṃ,,Section Title: sn.5.3/Section 367,1
Ambapālivaggo,,Vagga Title: sn.5.3/Section 367,1
Ambapālivanasuttaṃ,,Section Title: sn.5.8/Section 907,1
Anabhiratisuttaṃ,,Section Title: sn.5.2/Section 251,1
Ananussutavaggo,,Vagga Title: sn.5.3/Section 397,1
Anatasuttaṃ,,Section Title: sn.4.9/Section 378,1
Anaticārīsuttaṃ,,Section Title: sn.4.3/Section 298,1
Anattachandādisuttaṃ,,Section Title: sn.4.1/Section 174,1
Anattanibbānasappāyasuttaṃ,,Section Title: sn.4.1/Section 149,1
Anattasuttaṃ,,Section Title: sn.5.2/Section 254,1
Anattānupassīsuttaṃ,,Section Title: an7.2/Section 18,1
Andhakavindasuttaṃ,,Section Title: sn.1.6/Section 184,1
Andhakārasuttaṃ,,Section Title: sn.5.12/Section 1116,1
Andhasuttaṃ,,Section Title: an3.3/Section 29,1
Aniccanibbānasappāyasuttaṃ,,Section Title: sn.4.1/Section 147,1
Aniccavaggo,,Vagga Title: sn.4.1/Section 1,1
Aniccānupassīsuttaṃ,,Section Title: an7.2/Section 16,1
Animittapañhāsuttaṃ,,Section Title: sn.4.6/Section 340,1
Anissukīsuttaṃ,,Section Title: sn.4.3/Section 296,1
Annasuttaṃ,,Section Title: sn.1.1/Section 43,1
Anomasuttaṃ,,Section Title: sn.1.1/Section 45,1
Anottappamūlakasuttaṃ,,Section Title: sn.2.3/Section 104,1
Anottappīsuttaṃ,,Section Title: sn.2.5/Section 145,1
Antarapeyyālaṃ,,Vagga Title: sn.2.1/Section 73,1
Antevāsikasuttaṃ,,Section Title: sn.4.1/Section 151,1
Anuggahitasuttaṃ,,Section Title: an5.3/Section 25,1
Anukampasuttaṃ,,Section Title: an5.24/Section 235,1
Anupakkilesasuttaṃ,,Section Title: sn.5.2/Section 215,1
Anupanāhīsuttaṃ,,Section Title: sn.4.3/Section 295,1
Anuruddhasuttaṃ,,Section Title: sn.1.9/Section 226,1
Anurādhasuttaṃ,,Section Title: sn.4.10/Section 411,1
Anusayapahānasuttaṃ,,Section Title: sn.4.1/Section 58,1
Anusayasamugghātasuttaṃ,,Section Title: sn.4.1/Section 59,1
Anāgāmiphalasuttaṃ,,Section Title: sn.5.11/Section 1053,1
Anāsavādisuttaṃ,,Section Title: sn.4.9/Section 379,1
Anāthapiṇḍikasuttaṃ,,Section Title: sn.1.2/Section 101,1
Anāthapiṇḍikavaggo,,Vagga Title: sn.1.2/Section 92,1
Apagatasuttaṃ,,Section Title: sn.2.7/Section 201,1
Aparadutiyajhānasuttādisattakaṃ,,Section Title: an5.26/Section 265,1
Aparapaṭhamajhānasuttaṃ,,Section Title: an5.26/Section 264,1
Aparihāniyasuttaṃ,,Section Title: sn.5.2/Section 206,1
Appakasuttaṃ,,Section Title: sn.1.3/Section 117,1
Appamattapaññāsuttaṃ,,Section Title: sn.5.11/Section 1062,1
Appameyyasuttaṃ,,Section Title: an3.12/Section 116,1
Appamādagāravasuttaṃ,,Section Title: an7.4/Section 32,1
Appamādasuttaṃ,,Section Title: sn.1.3/Section 128,1
Appassutamūlakasuttaṃ,,Section Title: sn.2.3/Section 105,1
Appassutasuttaṃ,,Section Title: sn.4.3/Section 290,1
Appaṭividitasuttaṃ,,Section Title: sn.1.1/Section 7,1
Apārasuttaṃ,,Section Title: sn.5.7/Section 813,1
Arahantavaggo,,Vagga Title: sn.1.7/Section 187,1
Arahattapañhāsuttaṃ,,Section Title: sn.4.4/Section 315,1
Arahattaphalasuttaṃ,,Section Title: sn.5.11/Section 1054,1
Arahāsuttaṃ,,Section Title: an7.9/Section 92,1
Arakasuttaṃ,,Section Title: an7.7/Section 74,1
Arakkheyyasuttaṃ,,Section Title: an7.6/Section 58,1
Arakkhitasuttaṃ,,Section Title: an3.11/Section 110,1
Aratisuttaṃ,,Section Title: sn.1.8/Section 210,1
Araññasuttaṃ,,Section Title: sn.1.1/Section 10,1
Araññāyatanaisisuttaṃ,,Section Title: sn.1.11/Section 255,1
Araṇasuttaṃ,,Section Title: sn.1.1/Section 81,1
Ariyasāvakasuttaṃ,,Section Title: sn.2.1/Section 49,1
Aruṇavatīsuttaṃ,,Section Title: sn.1.6/Section 185,1
Asaddhammasuttaṃ,,Section Title: an7.9/Section 93,1
Asamāhitasuttaṃ,,Section Title: sn.2.3/Section 107,1
Asanisuttaṃ,,Section Title: sn.2.6/Section 162,1
Asappurisadānasuttaṃ,,Section Title: an5.15/Section 147,1
Asaṅkhatalakkhaṇasuttaṃ,,Section Title: an3.5/Section 48,1
Asaṅkhatasuttaṃ,,Section Title: sn.4.9/Section 377,1
Asibandhakaputtasuttaṃ,,Section Title: sn.4.8/Section 358,1
Asilomasuttaṃ,,Section Title: sn.2.8/Section 206,1
Assaddhamūlakasuttaṃ,,Section Title: sn.2.3/Section 102,1
Assaddhasaṃsandanasuttaṃ,,Section Title: sn.2.3/Section 101,1
Assaddhasuttaṃ,,Section Title: an5.9/Section 84,1
Assakhaḷuṅkasuttaṃ,,Section Title: an3.14/Section 141,1
Assaparassasuttaṃ,,Section Title: an3.14/Section 142,1
Assusuttaṃ,,Section Title: sn.2.4/Section 126,1
Assutavāsuttaṃ,,Section Title: sn.2.1/Section 61,1
Assārohasuttaṃ,,Section Title: sn.4.8/Section 357,1
Assāsappattasuttaṃ,,Section Title: sn.4.4/Section 318,1
Asubhasuttaṃ,,Section Title: sn.5.2/Section 248,1
Asucisuttaṃ,,Section Title: an3.15/Section 150,1
Asurindakasuttaṃ,,Section Title: sn.1.7/Section 189,1
Asīsakasuttaṃ,,Section Title: sn.2.8/Section 217,1
Aticārīsuttaṃ,,Section Title: sn.4.3/Section 288,1
Atinivāsasuttaṃ,,Section Title: an5.23/Section 223,1
Atittisuttaṃ,,Section Title: an3.11/Section 109,1
Attabyābādhasuttaṃ,,Section Title: an3.2/Section 17,1
Attahatasuttaṃ,,Section Title: sn.1.1/Section 66,1
Attarakkhitasuttaṃ,,Section Title: sn.1.3/Section 116,1
Atthavasasuttaṃ,,Section Title: an3.5/Section 43,1
Atthinukhopariyāyasuttaṃ,,Section Title: sn.4.1/Section 153,1
Atthirāgasuttaṃ,,Section Title: sn.2.1/Section 64,1
Attānudiṭṭhipahānasuttaṃ,,Section Title: sn.4.1/Section 167,1
Avakujjasuttaṃ,,Section Title: an3.3/Section 30,1
Avassutapariyāyasuttaṃ,,Section Title: sn.4.1/Section 243,1
Avijjāpaccayasuttaṃ,,Section Title: sn.2.1/Section 35,1
Avijjāpahānasuttaṃ,,Section Title: sn.4.1/Section 53,1
Avijjāpañhāsuttaṃ,,Section Title: sn.4.4/Section 322,1
Avijjāsuttaṃ,,Section Title: sn.5.12/Section 1087,1
Avijjāvaggo,,Vagga Title: sn.4.1/Section 53,1
Ayoguḷasuttaṃ,,Section Title: sn.5.7/Section 834,1
Ayoguḷavaggo,,Vagga Title: sn.5.7/Section 833,1
Ayonisosuttaṃ,,Section Title: an3.1/Section 5,1
Ayyikāsuttaṃ,,Section Title: sn.1.3/Section 133,1
Aññatarabhikkhusuttaṃ,,Section Title: sn.4.2/Section 271,1
Aññatarabrahmasuttaṃ,,Section Title: sn.1.6/Section 176,1
Aññatrasuttaṃ,,Section Title: sn.5.12/Section 1131,1
Aññindriyasuttaṃ,,Section Title: sn.5.4/Section 493,1
Aññāsuttaṃ,,Section Title: sn.5.3/Section 402,1
Aḍḍakaraṇasuttaṃ,,Section Title: sn.1.3/Section 118,1
Aṭṭhasatapariyāyavaggo,,Vagga Title: sn.4.2/Section 269,1
Aṭṭhasatasuttaṃ,,Section Title: sn.4.2/Section 270,1
Aṭṭhaṅgikasuttaṃ,,Section Title: sn.2.3/Section 112,1
Aṭṭhikamahapphalasuttaṃ,,Section Title: sn.5.2/Section 238,1
Aṭṭhisuttaṃ,,Section Title: sn.2.8/Section 202,1
Bahubhāṇisuttaṃ,,Section Title: an5.22/Section 214,1
Bahudhītarasuttaṃ,,Section Title: sn.1.7/Section 196,1
Bahukārasuttaṃ,,Section Title: an3.3/Section 24,1
Bahussutasuttaṃ,,Section Title: sn.4.3/Section 300,1
Bahūpakārasuttaṃ,,Section Title: an5.24/Section 234,1
Bakabrahmasuttaṃ,,Section Title: sn.1.6/Section 175,1
Balakaraṇīyādisuttadvādasakaṃ,,Section Title: sn.5.5/Section 673,1
Balavaggo,,Vagga Title: sn.4.3/Section 304,1
Balādisuttaṃ,,Section Title: sn.5.2/Section 280,1
Baḷisasuttaṃ,,Section Title: sn.2.6/Section 158,1
Bhaddajisuttaṃ,,Section Title: an5.17/Section 170,1
Bhaddiyasuttaṃ,,Section Title: sn.5.11/Section 1044,1
Bhadrakasuttaṃ,,Section Title: sn.4.8/Section 363,1
Bhaginisuttaṃ,,Section Title: sn.2.4/Section 140,1
Bharaṇḍukālāmasuttaṃ,,Section Title: an3.13/Section 127,1
Bhariyāsuttaṃ,,Section Title: an7.6/Section 63,1
Bhattuddesakasuttaṃ,,Section Title: an5.27/Section 272,1
Bhavapañhāsuttaṃ,,Section Title: sn.4.4/Section 326,1
Bhayasuttaṃ,,Section Title: an3.1/Section 1,1
Bhaṇḍanakārakasuttaṃ,,Section Title: an5.22/Section 212,1
Bhaṇḍanasuttaṃ,,Section Title: an3.13/Section 125,1
Bhikkhakasuttaṃ,,Section Title: sn.1.7/Section 206,1
Bhikkhunupassayasuttaṃ,,Section Title: sn.5.3/Section 376,1
Bhikkhunīsuttādichakkaṃ,,Section Title: an5.28/Section 287,1
Bhindisuttaṃ,,Section Title: sn.2.6/Section 180,1
Bhogasuttaṃ,,Section Title: an5.23/Section 227,1
Bhojanasuttaṃ,,Section Title: an5.4/Section 37,1
Bhāradvājasuttaṃ,,Section Title: sn.4.1/Section 127,1
Bhātusuttaṃ,,Section Title: sn.2.4/Section 139,1
Bhāvitasuttaṃ,,Section Title: sn.5.3/Section 400,1
Bhītāsuttaṃ,,Section Title: sn.1.1/Section 75,1
Bhūmijasuttaṃ,,Section Title: sn.2.1/Section 25,1
Bhūripaññāsuttaṃ,,Section Title: sn.5.11/Section 1063,1
Bhūtasuttaṃ,,Section Title: sn.2.1/Section 31,1
Bilaṅgikasuttaṃ,,Section Title: sn.1.7/Section 190,1
Biḷārasuttaṃ,,Section Title: sn.2.9/Section 232,1
Bodhipakkhiyavaggo,,Vagga Title: sn.5.4/Section 531,1
Bodhāyasuttaṃ,,Section Title: sn.5.2/Section 202,1
Bojjhaṅgadesanāsuttaṃ,,Section Title: sn.5.2/Section 203,1
Brahmadevasuttaṃ,,Section Title: sn.1.6/Section 174,1
Brahmalokasuttaṃ,,Section Title: sn.1.6/Section 177,1
Brahmasuttaṃ,,Section Title: sn.5.3/Section 384,1
Brahmaññasuttaṃ,,Section Title: sn.5.12/Section 1139,1
Brahmāyācanasuttaṃ,,Section Title: sn.1.6/Section 172,1
Brāhmaṇasuttaṃ,,Section Title: an7.9/Section 87,1
Buddhasuttaṃ,,Section Title: sn.5.7/Section 820,1
Buddhavaggo,,Vagga Title: sn.2.1/Section 1,1
Buddhavandanāsuttaṃ,,Section Title: sn.1.11/Section 263,1
Buddhisuttaṃ,,Section Title: sn.5.2/Section 218,1
Byāpannasuttaṃ,,Section Title: an3.11/Section 111,1
Bāhiraaniccanandikkhayasuttaṃ,,Section Title: sn.4.1/Section 159,1
Bāhiradhātunānattasuttaṃ,,Section Title: sn.2.3/Section 90,1
Bāhiradukkhachandādisuttaṃ,,Section Title: sn.4.1/Section 180,1
Bāhiradukkhahetusuttaṃ,,Section Title: sn.4.1/Section 144,1
Bāhiradukkhasuttaṃ,,Section Title: sn.4.1/Section 5,1
Bāhiradukkhātītānāgatasuttaṃ,,Section Title: sn.4.1/Section 11,1
Bāhiranandikkhayasuttaṃ,,Section Title: sn.4.1/Section 157,1
Bāhiraphassanānattasuttaṃ,,Section Title: sn.2.3/Section 93,1
Bāhiraṅgasuttaṃ,,Section Title: sn.5.2/Section 231,1
Bāhirānattachandādisuttaṃ,,Section Title: sn.4.1/Section 183,1
Bāhirānattahetusuttaṃ,,Section Title: sn.4.1/Section 145,1
Bāhirānattasuttaṃ,,Section Title: sn.4.1/Section 6,1
Bāhirānattātītānāgatasuttaṃ,,Section Title: sn.4.1/Section 12,1
Bāhirāniccachandādisuttaṃ,,Section Title: sn.4.1/Section 177,1
Bāhirāniccahetusuttaṃ,,Section Title: sn.4.1/Section 143,1
Bāhirāniccasuttaṃ,,Section Title: sn.4.1/Section 4,1
Bāhirāniccātītānāgatasuttaṃ,,Section Title: sn.4.1/Section 10,1
Bāhirātītādianattasuttaṃ,,Section Title: sn.4.1/Section 201,1
Bāhirātītādianiccasuttaṃ,,Section Title: sn.4.1/Section 195,1
Bāhirātītādidukkhasuttaṃ,,Section Title: sn.4.1/Section 198,1
Bāhirātītādiyadanattasuttaṃ,,Section Title: sn.4.1/Section 219,1
Bāhirātītādiyadaniccasuttaṃ,,Section Title: sn.4.1/Section 213,1
Bāhirātītādiyaṃdukkhasuttaṃ,,Section Title: sn.4.1/Section 216,1
Bāhirāyatanaanattasuttaṃ,,Section Title: sn.4.1/Section 227,1
Bāhirāyatanaaniccasuttaṃ,,Section Title: sn.4.1/Section 225,1
Bāhirāyatanadukkhasuttaṃ,,Section Title: sn.4.1/Section 226,1
Bāhirāyatanaparijānanasuttaṃ,,Section Title: sn.4.1/Section 112,1
Bālapaṇḍitasuttaṃ,,Section Title: sn.2.1/Section 19,1
Bāḷhagilānasuttaṃ,,Section Title: sn.5.8/Section 908,1
Bāḷisikopamasuttaṃ,,Section Title: sn.4.1/Section 230,1
Bījagāmasuttaṃ,,Section Title: sn.5.12/Section 1148,1
Cakkavattivaggo,,Vagga Title: sn.5.2/Section 222,1
Candimasasuttaṃ,,Section Title: sn.1.2/Section 92,1
Candimasuttaṃ,,Section Title: sn.1.2/Section 90,1
Candūpamasuttaṃ,,Section Title: sn.2.5/Section 146,1
Catucakkasuttaṃ,,Section Title: sn.1.1/Section 29,1
Catudhātusuttaṃ,,Section Title: sn.2.3/Section 114,1
Catumahārājasuttaṃ,,Section Title: an3.4/Section 37,1
Catutthaanāgatabhayasuttaṃ,,Section Title: an5.8/Section 80,1
Catutthahitasuttaṃ,,Section Title: an5.2/Section 20,1
Catutthajhānapañhāsuttaṃ,,Section Title: sn.4.6/Section 335,1
Catutthakhatasuttaṃ,,Section Title: an3.15/Section 154,1
Catutthapubbārāmasuttaṃ,,Section Title: sn.5.4/Section 518,1
Catuttharukkhasuttaṃ,,Section Title: sn.5.4/Section 540,1
Catutthasāriputtakoṭṭhikasuttaṃ,,Section Title: sn.4.10/Section 415,1
Catutthavinayadharasobhanasuttaṃ,,Section Title: an7.8/Section 82,1
Catutthavinayadharasuttaṃ,,Section Title: an7.8/Section 78,1
Catutthaāmakadhaññapeyyālavaggo,,Vagga Title: sn.5.12/Section 1161,1
Caṇḍasuttaṃ,,Section Title: sn.4.8/Section 353,1
Caṇḍālasuttaṃ,,Section Title: an5.18/Section 175,1
Celasuttaṃ,,Section Title: sn.5.12/Section 1104,1
Cetanāsuttaṃ,,Section Title: sn.2.1/Section 38,1
Cetiyasuttaṃ,,Section Title: sn.5.7/Section 822,1
Cetokhilasuttaṃ,,Section Title: an5.21/Section 205,1
Cetopariyasuttaṃ,,Section Title: sn.5.8/Section 912,1
Chandasamādhisuttaṃ,,Section Title: sn.5.7/Section 825,1
Chandasuttaṃ,,Section Title: sn.5.3/Section 403,1
Channavaggo,,Vagga Title: sn.4.1/Section 84,1
Chaphassāyatanasuttaṃ,,Section Title: sn.1.4/Section 153,1
Chappāṇakopamasuttaṃ,,Section Title: sn.4.1/Section 247,1
Chavisuttaṃ,,Section Title: sn.2.6/Section 177,1
Chaḷindriyavaggo,,Vagga Title: sn.5.4/Section 491,1
Chedanādisuttaṃ,,Section Title: sn.5.12/Section 1166,1
Chetvāvaggo,,Vagga Title: sn.1.1/Section 71,1
Cintasuttaṃ,,Section Title: sn.5.12/Section 1078,1
Cintīsuttaṃ,,Section Title: an3.1/Section 3,1
Ciraṭṭhitisuttaṃ,,Section Title: sn.5.3/Section 388,1
Cittasuttaṃ,,Section Title: sn.1.1/Section 62,1
Codanāsuttaṃ,,Section Title: an5.17/Section 167,1
Cundasuttaṃ,,Section Title: sn.5.3/Section 379,1
Cundīsuttaṃ,,Section Title: an5.4/Section 32,1
Cālāsuttaṃ,,Section Title: sn.1.5/Section 167,1
Cāpālavaggo,,Vagga Title: sn.5.7/Section 813,1
Cīrāsuttaṃ,,Section Title: sn.1.10/Section 245,1
Cūḷanikāsuttaṃ,,Section Title: an3.8/Section 81,1
Daharasuttaṃ,,Section Title: sn.1.3/Section 112,1
Dantakaṭṭhasuttaṃ,,Section Title: an5.21/Section 208,1
Dasabalasuttaṃ,,Section Title: sn.2.1/Section 21,1
Dasabalavaggo,,Vagga Title: sn.2.1/Section 21,1
Dasakammapathasuttaṃ,,Section Title: sn.2.3/Section 111,1
Dasaṅgasuttaṃ,,Section Title: sn.2.3/Section 113,1
Devacutinirayādisuttaṃ,,Section Title: sn.5.12/Section 1178,1
Devadahasuttaṃ,,Section Title: sn.4.1/Section 134,1
Devadahavaggo,,Vagga Title: sn.4.1/Section 134,1
Devadattasuttaṃ,,Section Title: sn.1.6/Section 183,1
Devadūtasuttaṃ,,Section Title: an3.4/Section 36,1
Devahitasuttaṃ,,Section Title: sn.1.7/Section 199,1
Devalokasuttaṃ,,Section Title: an3.2/Section 18,1
Devamanussanirayādisuttaṃ,,Section Title: sn.5.12/Section 1181,1
Dhajaggasuttaṃ,,Section Title: sn.1.11/Section 249,1
Dhammacakkappavattanasuttaṃ,,Section Title: sn.5.12/Section 1081,1
Dhammacakkappavattanavaggo,,Vagga Title: sn.5.12/Section 1081,1
Dhammadinnasuttaṃ,,Section Title: sn.5.11/Section 1049,1
Dhammakathikapucchasuttaṃ,,Section Title: sn.4.1/Section 155,1
Dhammakathikasuttaṃ,,Section Title: sn.2.1/Section 16,1
Dhammassavanasuttaṃ,,Section Title: an5.21/Section 202,1
Dhammavādīpañhāsuttaṃ,,Section Title: sn.4.4/Section 316,1
Dhammaññūsuttaṃ,,Section Title: an7.7/Section 68,1
Dhanasuttaṃ,,Section Title: an5.5/Section 47,1
Dhanañjānīsuttaṃ,,Section Title: sn.1.7/Section 187,1
Dhanuggahasuttaṃ,,Section Title: sn.2.9/Section 228,1
Dhātunānattasuttaṃ,,Section Title: sn.2.3/Section 85,1
Dhātusuttaṃ,,Section Title: sn.2.7/Section 196,1
Dhītusuttaṃ,,Section Title: sn.2.4/Section 142,1
Dibbacakkhusuttaṃ,,Section Title: sn.5.8/Section 921,1
Dibbasotasuttaṃ,,Section Title: sn.5.8/Section 911,1
Diddhasuttaṃ,,Section Title: sn.2.6/Section 163,1
Doṇabrāhmaṇasuttaṃ,,Section Title: an5.20/Section 192,1
Doṇapākasuttaṃ,,Section Title: sn.1.3/Section 124,1
Dubbaṇṇiyasuttaṃ,,Section Title: sn.1.11/Section 268,1
Duccaritasuttaṃ,,Section Title: sn.5.3/Section 413,1
Duggatasuttaṃ,,Section Title: sn.2.4/Section 134,1
Dukkarapañhāsuttaṃ,,Section Title: sn.4.4/Section 329,1
Dukkathāsuttaṃ,,Section Title: an5.16/Section 157,1
Dukkhachandādisuttaṃ,,Section Title: sn.4.1/Section 171,1
Dukkhadhammasuttaṃ,,Section Title: sn.4.1/Section 244,1
Dukkhanibbānasappāyasuttaṃ,,Section Title: sn.4.1/Section 148,1
Dukkhapañhāsuttaṃ,,Section Title: sn.4.4/Section 327,1
Dukkhasamudayasuttaṃ,,Section Title: sn.4.1/Section 106,1
Dukkhavaggo,,Vagga Title: sn.2.1/Section 51,1
Dukkhānupassīsuttaṃ,,Section Title: an7.2/Section 17,1
Dullabhasuttaṃ,,Section Title: an3.12/Section 115,1
Duppaññasuttaṃ,,Section Title: sn.5.2/Section 225,1
Duppaṭivinodayasuttaṃ,,Section Title: an5.16/Section 160,1
Dutiyaabhisandasuttaṃ,,Section Title: sn.5.11/Section 1038,1
Dutiyaaggisuttaṃ,,Section Title: an7.5/Section 47,1
Dutiyaagāravasuttaṃ,,Section Title: an5.3/Section 22,1
Dutiyaakkhantisuttaṃ,,Section Title: an5.22/Section 216,1
Dutiyaanuruddhasuttaṃ,,Section Title: an3.13/Section 131,1
Dutiyaanusayasuttaṃ,,Section Title: an7.2/Section 12,1
Dutiyaanāgatabhayasuttaṃ,,Section Title: an5.8/Section 78,1
Dutiyaaparijānanasuttaṃ,,Section Title: sn.4.1/Section 27,1
Dutiyaaputtakasuttaṃ,,Section Title: sn.1.3/Section 131,1
Dutiyaapāsādikasuttaṃ,,Section Title: an5.22/Section 218,1
Dutiyaarahantasuttaṃ,,Section Title: sn.5.4/Section 475,1
Dutiyaariyasāvakasuttaṃ,,Section Title: sn.2.1/Section 50,1
Dutiyaassutavāsuttaṃ,,Section Title: sn.2.1/Section 62,1
Dutiyaassādapariyesanasuttaṃ,,Section Title: sn.4.1/Section 16,1
Dutiyaassādasuttaṃ,,Section Title: an3.11/Section 106,1
Dutiyaavaṇṇārahasuttaṃ,,Section Title: an5.24/Section 237,1
Dutiyaavijjāpaccayasuttaṃ,,Section Title: sn.2.1/Section 36,1
Dutiyaavijjāpahānasuttaṃ,,Section Title: sn.4.1/Section 80,1
Dutiyabhavasuttaṃ,,Section Title: an3.8/Section 78,1
Dutiyabhikkhusuttaṃ,,Section Title: sn.5.7/Section 842,1
Dutiyabāhiraphassanānattasuttaṃ,,Section Title: sn.2.3/Section 94,1
Dutiyacatumahārājasuttaṃ,,Section Title: an3.4/Section 38,1
Dutiyacetanāsuttaṃ,,Section Title: sn.2.1/Section 39,1
Dutiyacetovimuttiphalasuttaṃ,,Section Title: an5.8/Section 72,1
Dutiyachaphassāyatanasuttaṃ,,Section Title: sn.4.1/Section 72,1
Dutiyachiggaḷayugasuttaṃ,,Section Title: sn.5.12/Section 1118,1
Dutiyadasabalasuttaṃ,,Section Title: sn.2.1/Section 22,1
Dutiyadhammavihārīsuttaṃ,,Section Title: an5.8/Section 74,1
