Pali Text,English Translation,Contexts,Usage Count
Dutiyadhāraṇasuttaṃ,,Section Title: sn.5.12/Section 1086,1
Dutiyaduccaritasuttaṃ,,Section Title: an5.25/Section 245,1
Dutiyadukkhuppādasuttaṃ,,Section Title: sn.4.1/Section 22,1
Dutiyadvayasuttaṃ,,Section Title: sn.4.1/Section 93,1
Dutiyadvebrāhmaṇasuttaṃ,,Section Title: an3.6/Section 53,1
Dutiyadārukkhandhopamasuttaṃ,,Section Title: sn.4.1/Section 242,1
Dutiyadīghacārikasuttaṃ,,Section Title: an5.23/Section 222,1
Dutiyaejāsuttaṃ,,Section Title: sn.4.1/Section 91,1
Dutiyagelaññasuttaṃ,,Section Title: sn.4.2/Section 256,1
Dutiyahatthapādopamasuttaṃ,,Section Title: sn.4.1/Section 237,1
Dutiyahitasuttaṃ,,Section Title: an5.2/Section 18,1
Dutiyaiddhipādasuttaṃ,,Section Title: an5.7/Section 68,1
Dutiyaisidattasuttaṃ,,Section Title: sn.4.7/Section 345,1
Dutiyajanasuttaṃ,,Section Title: sn.1.1/Section 56,1
Dutiyajhānapañhāsuttaṃ,,Section Title: sn.4.6/Section 333,1
Dutiyajhānasuttādisattakaṃ,,Section Title: an5.26/Section 257,1
Dutiyakassapasuttaṃ,,Section Title: sn.1.2/Section 83,1
Dutiyakaṇhasappasuttaṃ,,Section Title: an5.23/Section 230,1
Dutiyakaṇḍakīsuttaṃ,,Section Title: sn.5.8/Section 903,1
Dutiyakhatasuttaṃ,,Section Title: an3.15/Section 152,1
Dutiyakoṭigāmasuttaṃ,,Section Title: sn.5.12/Section 1092,1
Dutiyakulaputtasuttaṃ,,Section Title: sn.5.12/Section 1074,1
Dutiyakulūpakasuttaṃ,,Section Title: an5.23/Section 226,1
Dutiyakusalasuttaṃ,,Section Title: sn.5.2/Section 213,1
Dutiyakāmabhūsuttaṃ,,Section Title: sn.4.7/Section 348,1
Dutiyakāyaduccaritasuttaṃ,,Section Title: an5.25/Section 246,1
Dutiyamacchariyasuttaṃ,,Section Title: an5.24/Section 240,1
Dutiyamahaddhanasuttaṃ,,Section Title: sn.5.11/Section 1041,1
Dutiyamahāpathavīsuttaṃ,,Section Title: sn.5.12/Section 1126,1
Dutiyamahārukkhasuttaṃ,,Section Title: sn.2.1/Section 56,1
Dutiyamahāsamuddasuttaṃ,,Section Title: sn.5.12/Section 1128,1
Dutiyamanoduccaritasuttaṃ,,Section Title: an5.25/Section 248,1
Dutiyamigajālasuttaṃ,,Section Title: sn.4.1/Section 64,1
Dutiyamittasuttaṃ,,Section Title: an7.4/Section 37,1
Dutiyamoranivāpasuttaṃ,,Section Title: an3.14/Section 145,1
Dutiyaniddasasuttaṃ,,Section Title: an7.4/Section 43,1
Dutiyanidānasuttaṃ,,Section Title: an3.11/Section 113,1
Dutiyanoceassādasuttaṃ,,Section Title: sn.4.1/Section 18,1
Dutiyaovādasuttaṃ,,Section Title: sn.2.5/Section 150,1
Dutiyapabbatasuttaṃ,,Section Title: sn.2.2/Section 83,1
Dutiyapabbatūpamasuttaṃ,,Section Title: sn.5.12/Section 1130,1
Dutiyapajjunnadhītusuttaṃ,,Section Title: sn.1.1/Section 40,1
Dutiyaparihānisuttaṃ,,Section Title: an7.3/Section 29,1
Dutiyapathavīsuttaṃ,,Section Title: sn.2.2/Section 79,1
Dutiyapañcaverabhayasuttaṃ,,Section Title: sn.2.1/Section 42,1
Dutiyapaṭisambhidāsuttaṃ,,Section Title: an7.4/Section 39,1
Dutiyapeyyālavaggo,,Vagga Title: sn.4.3/Section 294,1
Dutiyapiyasuttaṃ,,Section Title: an7.1/Section 2,1
Dutiyapubbesambodhasuttaṃ,,Section Title: sn.4.1/Section 14,1
Dutiyapubbārāmasuttaṃ,,Section Title: sn.5.4/Section 516,1
Dutiyapāpaṇikasuttaṃ,,Section Title: an3.2/Section 20,1
Dutiyarahogatasuttaṃ,,Section Title: sn.5.8/Section 900,1
Dutiyarukkhasuttaṃ,,Section Title: sn.5.4/Section 538,1
Dutiyarūpārāmasuttaṃ,,Section Title: sn.4.1/Section 137,1
Dutiyasabbupādānapariyādānasuttaṃ,,Section Title: sn.4.1/Section 62,1
Dutiyasaddhammasammosasuttaṃ,,Section Title: an5.16/Section 155,1
Dutiyasamayavimuttasuttaṃ,,Section Title: an5.15/Section 150,1
Dutiyasambahulasuttaṃ,,Section Title: sn.4.2/Section 266,1
Dutiyasambhejjaudakasuttaṃ,,Section Title: sn.2.2/Section 77,1
Dutiyasammattaniyāmasuttaṃ,,Section Title: an5.16/Section 152,1
Dutiyasamugghātasappāyasuttaṃ,,Section Title: sn.4.1/Section 32,1
Dutiyasattakasuttaṃ,,Section Title: an7.3/Section 24,1
Dutiyasatthusuttādidasakaṃ,,Section Title: sn.2.1/Section 73,1
Dutiyasaṃbhejjasuttaṃ,,Section Title: sn.5.12/Section 1124,1
Dutiyasaṃkhittasuttaṃ,,Section Title: sn.5.4/Section 483,1
Dutiyasaṃyojanasuttaṃ,,Section Title: sn.2.1/Section 54,1
Dutiyasaṅgāmasuttaṃ,,Section Title: sn.1.3/Section 126,1
Dutiyasekhasuttaṃ,,Section Title: an5.9/Section 90,1
Dutiyasikkhattayasuttaṃ,,Section Title: an3.9/Section 91,1
Dutiyasikkhāsuttaṃ,,Section Title: an3.9/Section 88,1
Dutiyasinerupabbatarājasuttaṃ,,Section Title: sn.5.12/Section 1120,1
Dutiyasiṅgālasuttaṃ,,Section Title: sn.2.9/Section 234,1
Dutiyasoceyyasuttaṃ,,Section Title: an3.12/Section 122,1
Dutiyasotāpannasuttaṃ,,Section Title: sn.5.4/Section 473,1
Dutiyasovacassatāsuttaṃ,,Section Title: an7.4/Section 35,1
Dutiyasukkāsuttaṃ,,Section Title: sn.1.10/Section 244,1
Dutiyasuttaṃ,,Section Title: sn.1.1/Section 59,1
Dutiyasāriputtakoṭṭhikasuttaṃ,,Section Title: sn.4.10/Section 413,1
Dutiyasūcilomasuttaṃ,,Section Title: sn.2.8/Section 210,1
Dutiyasūriyasuttaṃ,,Section Title: sn.5.12/Section 1108,1
Dutiyasūriyūpamasuttaṃ,,Section Title: sn.5.2/Section 194,1
Dutiyauppannasuttaṃ,,Section Title: sn.5.2/Section 191,1
Dutiyauppādasuttaṃ,,Section Title: sn.5.4/Section 530,1
Dutiyavacīduccaritasuttaṃ,,Section Title: an5.25/Section 247,1
Dutiyavasasuttaṃ,,Section Title: an7.4/Section 41,1
Dutiyavaḍḍhisuttaṃ,,Section Title: an5.7/Section 64,1
Dutiyavedanānānattasuttaṃ,,Section Title: sn.2.3/Section 89,1
Dutiyavinayadharasobhanasuttaṃ,,Section Title: an7.8/Section 80,1
Dutiyavinayadharasuttaṃ,,Section Title: an7.8/Section 76,1
Dutiyavitthārasuttaṃ,,Section Title: sn.5.4/Section 486,1
Dutiyavuḍḍhapabbajitasuttaṃ,,Section Title: an5.6/Section 60,1
Dutiyayodhājīvasuttaṃ,,Section Title: an5.8/Section 76,1
Dutiyañāṇavatthusuttaṃ,,Section Title: sn.2.1/Section 34,1
Dutiyaāghātapaṭivinayasuttaṃ,,Section Title: an5.17/Section 162,1
Dutiyaājānīyasuttaṃ,,Section Title: an3.10/Section 98,1
Dutiyaākāsasuttaṃ,,Section Title: sn.4.2/Section 261,1
Dutiyaāmakadhaññapeyyālavaggo,,Vagga Title: sn.5.12/Section 1141,1
Dutiyaāyusuttaṃ,,Section Title: sn.1.4/Section 146,1
Dutiyābhinandasuttaṃ,,Section Title: sn.4.1/Section 20,1
Dāmalisuttaṃ,,Section Title: sn.1.2/Section 86,1
Dānamahapphalasuttaṃ,,Section Title: an7.5/Section 52,1
Dānānisaṃsasuttaṃ,,Section Title: an5.4/Section 35,1
Dāruṇasuttaṃ,,Section Title: sn.2.6/Section 157,1
Dāsidāsasuttaṃ,,Section Title: sn.5.12/Section 1157,1
Dīghalaṭṭhisuttaṃ,,Section Title: sn.1.2/Section 94,1
Dīghalomikasuttaṃ,,Section Title: sn.2.6/Section 160,1
Dūteyyasuttaṃ,,Section Title: sn.5.12/Section 1163,1
Ekabījīsuttaṃ,,Section Title: sn.5.4/Section 494,1
Ekadhammasuttaṃ,,Section Title: sn.5.2/Section 210,1
Ekadhītusuttaṃ,,Section Title: sn.2.6/Section 173,1
Ekamūlasuttaṃ,,Section Title: sn.1.1/Section 44,1
Ekantadukkhasuttaṃ,,Section Title: sn.2.3/Section 118,1
Ekaputtakasuttaṃ,,Section Title: sn.2.6/Section 172,1
Ekasuttaṃ,,Section Title: sn.4.3/Section 307,1
Ekāsanikasuttaṃ,,Section Title: an5.19/Section 188,1
Esanādisuttadvādasakaṃ,,Section Title: sn.5.6/Section 792,1
Esanādisuttaṃ,,Section Title: sn.5.2/Section 292,1
Eṇijaṅghasuttaṃ,,Section Title: sn.1.1/Section 30,1
Gadrabhasuttaṃ,,Section Title: an3.9/Section 83,1
Gaggarāsuttaṃ,,Section Title: sn.1.8/Section 219,1
Gahaṭṭhavandanāsuttaṃ,,Section Title: sn.1.11/Section 264,1
Gambhīrapaññāsuttaṃ,,Section Title: sn.5.11/Section 1061,1
Gandhajātasuttaṃ,,Section Title: an3.8/Section 80,1
Gandhatthenasuttaṃ,,Section Title: sn.1.9/Section 234,1
Gandhavilepanasuttaṃ,,Section Title: sn.5.12/Section 1150,1
Gavampatisuttaṃ,,Section Title: sn.5.12/Section 1100,1
Gavesīsuttaṃ,,Section Title: an5.18/Section 180,1
Gaṅgānadīādisuttaṃ,,Section Title: sn.5.2/Section 258,1
"Gaṅgāpeyyālavaggo, Appamādavaggo",,Vagga Title: sn.5.5/Section 651,1
Gaṅgāsuttaṃ,,Section Title: sn.2.4/Section 131,1
Ghaṭasuttaṃ,,Section Title: sn.2.10/Section 237,1
Ghositasuttaṃ,,Section Title: sn.4.1/Section 129,1
Gihisuttaṃ,,Section Title: an5.18/Section 179,1
Gilānadassanasuttaṃ,,Section Title: sn.4.7/Section 352,1
Giñjakāvasathasuttaṃ,,Section Title: sn.2.3/Section 97,1
Godattasuttaṃ,,Section Title: sn.4.7/Section 349,1
Godhikasuttaṃ,,Section Title: sn.1.4/Section 159,1
Gotamakacetiyasuttaṃ,,Section Title: an3.13/Section 126,1
Gotamasuttaṃ,,Section Title: sn.2.1/Section 10,1
Gāravasuttaṃ,,Section Title: sn.1.6/Section 173,1
Gītassarasuttaṃ,,Section Title: an5.21/Section 209,1
Gūthabhāṇīsuttaṃ,,Section Title: an3.3/Section 28,1
Gūthakhādasuttaṃ,,Section Title: sn.2.8/Section 213,1
Hatthigavassasuttaṃ,,Section Title: sn.5.12/Section 1160,1
Hatthirājavaṇṇasuttaṃ,,Section Title: sn.1.4/Section 138,1
Hatthārohasuttaṃ,,Section Title: sn.4.8/Section 356,1
Hetusuttaṃ,,Section Title: sn.4.3/Section 310,1
Himavantasuttaṃ,,Section Title: sn.5.2/Section 182,1
Hirīgāravasuttaṃ,,Section Title: an7.4/Section 33,1
Hirīottappasuttaṃ,,Section Title: an7.7/Section 65,1
Hirīsuttaṃ,,Section Title: sn.1.1/Section 18,1
Hāliddikānisuttaṃ,,Section Title: sn.4.1/Section 130,1
Hāsapaññāsuttaṃ,,Section Title: sn.5.11/Section 1067,1
Hīnādhimuttikasuttaṃ,,Section Title: sn.2.3/Section 98,1
Icchāsuttaṃ,,Section Title: sn.1.1/Section 69,1
Iddhipadesasuttaṃ,,Section Title: sn.5.7/Section 817,1
Iddhipādasuttaṃ,,Section Title: sn.4.9/Section 372,1
Iddhividhasuttaṃ,,Section Title: sn.5.8/Section 910,1
Iddhādidesanāsuttaṃ,,Section Title: sn.5.7/Section 831,1
Indakasuttaṃ,,Section Title: sn.1.10/Section 235,1
Indakhīlasuttaṃ,,Section Title: sn.5.12/Section 1109,1
Indriyaparopariyattasuttaṃ,,Section Title: sn.5.8/Section 918,1
Indriyasampannasuttaṃ,,Section Title: sn.4.1/Section 154,1
Indriyasuttaṃ,,Section Title: sn.4.9/Section 373,1
Issariyasuttaṃ,,Section Title: sn.1.1/Section 77,1
Issattasuttaṃ,,Section Title: sn.1.3/Section 135,1
Issukīsuttaṃ,,Section Title: sn.4.3/Section 286,1
Iṭṭhasuttaṃ,,Section Title: an5.5/Section 43,1
Janapadakalyāṇīsuttaṃ,,Section Title: sn.5.3/Section 386,1
Jantusuttaṃ,,Section Title: sn.1.2/Section 106,1
Jarādhammasuttaṃ,,Section Title: sn.5.4/Section 511,1
Jarāsuttaṃ,,Section Title: sn.1.1/Section 51,1
Javanapaññāsuttaṃ,,Section Title: sn.5.11/Section 1068,1
Jetavanasuttaṃ,,Section Title: sn.1.1/Section 48,1
Jhānābhiññasuttaṃ,,Section Title: sn.2.5/Section 152,1
Jhānādisuttadvādasakaṃ,,Section Title: sn.5.9/Section 923,1
Jhānādisuttaṃ,,Section Title: sn.5.8/Section 919,1
Jigucchitabbasuttaṃ,,Section Title: an3.3/Section 27,1
Jiṇṇasuttaṃ,,Section Title: sn.2.5/Section 148,1
Jāgarasuttaṃ,,Section Title: sn.1.1/Section 6,1
Jātarūparajatasuttaṃ,,Section Title: sn.5.12/Section 1153,1
Jātidhammavaggo,,Vagga Title: sn.4.1/Section 33,1
Jātidhammādisuttadasakaṃ,,Section Title: sn.4.1/Section 33,1
Jātisuttādidasakaṃ,,Section Title: sn.2.1/Section 72,1
Jīvakambavanapaṭisallānasuttaṃ,,Section Title: sn.4.1/Section 161,1
Jīvakambavanasamādhisuttaṃ,,Section Title: sn.4.1/Section 160,1
Jīvitindriyasuttaṃ,,Section Title: sn.5.4/Section 492,1
Kaccānagottasuttaṃ,,Section Title: sn.2.1/Section 15,1
Kakudhasuttaṃ,,Section Title: sn.1.2/Section 99,1
Kakusandhasuttaṃ,,Section Title: sn.2.1/Section 7,1
Kaliṅgarasuttaṃ,,Section Title: sn.2.9/Section 230,1
Kalyāṇamittasuttaṃ,,Section Title: sn.1.3/Section 129,1
Kalyāṇīsuttaṃ,,Section Title: sn.2.6/Section 171,1
Kammanirodhasuttaṃ,,Section Title: sn.4.1/Section 146,1
Kammantasuttaṃ,,Section Title: an3.12/Section 120,1
Kammapathavaggo,,Vagga Title: sn.2.3/Section 107,1
Kammasamādānasuttaṃ,,Section Title: sn.5.8/Section 914,1
Kappasahassasuttaṃ,,Section Title: sn.5.8/Section 909,1
Karuṇāsuttaṃ,,Section Title: sn.5.2/Section 244,1
Kasibhāradvājasuttaṃ,,Section Title: sn.1.7/Section 197,1
Kassakasuttaṃ,,Section Title: sn.1.4/Section 155,1
Kassapagottasuttaṃ,,Section Title: sn.1.9/Section 223,1
Kassapasuttaṃ,,Section Title: sn.2.1/Section 9,1
Katamodakatissasuttaṃ,,Section Title: sn.1.6/Section 179,1
Kathāpavattisuttaṃ,,Section Title: an3.5/Section 44,1
Kathāvatthusuttaṃ,,Section Title: an3.7/Section 68,1
Katichindasuttaṃ,,Section Title: sn.1.1/Section 5,1
Kavisuttaṃ,,Section Title: sn.1.1/Section 60,1
Kayavikkayasuttaṃ,,Section Title: sn.5.12/Section 1162,1
Kaḷārakhattiyavaggo,,Vagga Title: sn.2.1/Section 31,1
Kaḷārasuttaṃ,,Section Title: sn.2.1/Section 32,1
Kaṭuviyasuttaṃ,,Section Title: an3.13/Section 129,1
Kaṭṭhahārasuttaṃ,,Section Title: sn.1.7/Section 204,1
Kaṭṭhopamasuttaṃ,,Section Title: sn.5.4/Section 509,1
Kesakambalasuttaṃ,,Section Title: an3.14/Section 138,1
Kesamuttisuttaṃ,,Section Title: an3.7/Section 66,1
Khadirapattasuttaṃ,,Section Title: sn.5.12/Section 1102,1
Khalupacchābhattikasuttaṃ,,Section Title: an5.19/Section 189,1
Khatasuttaṃ,,Section Title: an3.1/Section 9,1
Khattiyasuttaṃ,,Section Title: sn.1.1/Section 14,1
Khaṇasuttaṃ,,Section Title: sn.4.1/Section 135,1
Khemasuttaṃ,,Section Title: sn.1.2/Section 103,1
Khemāsuttaṃ,,Section Title: sn.4.10/Section 410,1
Khettasuttaṃ,,Section Title: an3.9/Section 84,1
Khettavatthusuttaṃ,,Section Title: sn.5.12/Section 1161,1
Khettūpamasuttaṃ,,Section Title: sn.4.8/Section 359,1
Khippanisantisuttaṃ,,Section Title: an5.17/Section 169,1
Khomadussasuttaṃ,,Section Title: sn.1.7/Section 208,1
Khīrarukkhopamasuttaṃ,,Section Title: sn.4.1/Section 231,1
Khīrasuttaṃ,,Section Title: sn.2.4/Section 127,1
Kimatthiyabrahmacariyasuttaṃ,,Section Title: sn.4.1/Section 152,1
Kimatthiyasuttaṃ,,Section Title: sn.4.4/Section 317,1
Kinnusīhasuttaṃ,,Section Title: sn.1.4/Section 148,1
Kisāgotamīsuttaṃ,,Section Title: sn.1.5/Section 164,1
Kiṃdadasuttaṃ,,Section Title: sn.1.1/Section 42,1
Kiṃsukopamasuttaṃ,,Section Title: sn.4.1/Section 245,1
Kolitasuttaṃ,,Section Title: sn.2.10/Section 235,1
Kosalasuttaṃ,,Section Title: an5.5/Section 49,1
Kosambisuttaṃ,,Section Title: sn.2.1/Section 68,1
Koṇāgamanasuttaṃ,,Section Title: sn.2.1/Section 8,1
Koṇḍaññasuttaṃ,,Section Title: sn.1.8/Section 217,1
Koṭigāmavaggo,,Vagga Title: sn.5.12/Section 1091,1
Koṭṭhikaanattasuttaṃ,,Section Title: sn.4.1/Section 164,1
Koṭṭhikaaniccasuttaṃ,,Section Title: sn.4.1/Section 162,1
Koṭṭhikadukkhasuttaṃ,,Section Title: sn.4.1/Section 163,1
Koṭṭhikasuttaṃ,,Section Title: sn.4.1/Section 232,1
Kuhakasuttaṃ,,Section Title: an5.9/Section 83,1
Kukkuṭasūkarasuttaṃ,,Section Title: sn.5.12/Section 1159,1
Kulagharaṇīsuttaṃ,,Section Title: sn.1.9/Section 228,1
Kulāvakasuttaṃ,,Section Title: sn.1.11/Section 252,1
Kulūpakasuttaṃ,,Section Title: sn.2.5/Section 147,1
Kumbhaṇḍasuttaṃ,,Section Title: sn.2.8/Section 211,1
Kummasuttaṃ,,Section Title: sn.2.6/Section 159,1
Kummopamasuttaṃ,,Section Title: sn.4.1/Section 240,1
Kumārikasuttaṃ,,Section Title: sn.5.12/Section 1156,1
Kusaladhammasuttaṃ,,Section Title: sn.2.6/Section 182,1
Kusalamūlasuttaṃ,,Section Title: sn.2.6/Section 181,1
Kusalarāsisuttaṃ,,Section Title: sn.5.3/Section 411,1
Kusinārasuttaṃ,,Section Title: an3.13/Section 124,1
Kusītamūlakasuttaṃ,,Section Title: sn.2.3/Section 106,1
Kusītasuttaṃ,,Section Title: sn.4.3/Section 291,1
Kutūhalasālāsuttaṃ,,Section Title: sn.4.10/Section 418,1
Kuṇḍaliyasuttaṃ,,Section Title: sn.5.2/Section 187,1
Kuṭikāsuttaṃ,,Section Title: sn.1.1/Section 19,1
Kāladānasuttaṃ,,Section Title: an5.4/Section 36,1
Kāmabhūsuttaṃ,,Section Title: sn.4.1/Section 233,1
Kāmadasuttaṃ,,Section Title: sn.1.2/Section 87,1
Kāmaguṇasuttaṃ,,Section Title: sn.4.1/Section 117,1
Kāmasuttaṃ,,Section Title: sn.1.1/Section 78,1
Kāmesumicchācārasuttaṃ,,Section Title: sn.5.12/Section 1143,1
Kāraṇapālīsuttaṃ,,Section Title: an5.20/Section 194,1
Kāyagatāsatisuttaṃ,,Section Title: sn.4.9/Section 366,1
Kāyasuttaṃ,,Section Title: sn.5.2/Section 183,1
Lahupaññāsuttaṃ,,Section Title: sn.5.11/Section 1066,1
Lakkhaṇasuttaṃ,,Section Title: an3.1/Section 2,1
Lakuṇḍakabhaddiyasuttaṃ,,Section Title: sn.2.10/Section 240,1
Lekhasuttaṃ,,Section Title: an3.13/Section 133,1
Licchavikumārakasuttaṃ,,Section Title: an5.6/Section 58,1
Lohiccasuttaṃ,,Section Title: sn.4.1/Section 132,1
Lokacintāsuttaṃ,,Section Title: sn.5.12/Section 1111,1
Lokakāmaguṇavaggo,,Vagga Title: sn.4.1/Section 114,1
Lokantagamanasuttaṃ,,Section Title: sn.4.1/Section 116,1
Lokapañhāsuttaṃ,,Section Title: sn.4.1/Section 82,1
Lokasamudayasuttaṃ,,Section Title: sn.4.1/Section 107,1
Lokāyatikasuttaṃ,,Section Title: sn.2.1/Section 48,1
Loṇakapallasuttaṃ,,Section Title: an3.10/Section 101,1
Macchariyappahānasuttaṃ,,Section Title: an5.26/Section 255,1
Macchariyasuttaṃ,,Section Title: an7.1/Section 10,1
Madhurāsuttaṃ,,Section Title: an5.22/Section 220,1
Maggaṅgasuttaṃ,,Section Title: sn.4.9/Section 376,1
Mahaddhanasuttaṃ,,Section Title: sn.1.1/Section 28,1
Mahakapāṭihāriyasuttaṃ,,Section Title: sn.4.7/Section 346,1
Mahapphalasuttaṃ,,Section Title: sn.5.7/Section 824,1
Mahācorasuttaṃ,,Section Title: an3.5/Section 51,1
Mahākappinasuttaṃ,,Section Title: sn.2.10/Section 245,1
Mahālisuttaṃ,,Section Title: sn.1.11/Section 259,1
Mahānāmasakkasuttaṃ,,Section Title: an3.8/Section 74,1
Mahānāmasuttaṃ,,Section Title: sn.5.11/Section 1045,1
Mahāpariḷāhasuttaṃ,,Section Title: sn.5.12/Section 1113,1
Mahāpaññavaggo,,Vagga Title: sn.5.11/Section 1058,1
Mahāpaññāsuttaṃ,,Section Title: sn.5.11/Section 1058,1
Mahāpurisasuttaṃ,,Section Title: sn.5.3/Section 377,1
Mahārukkhasuttaṃ,,Section Title: sn.2.1/Section 55,1
Mahāsupinasuttaṃ,,Section Title: an5.20/Section 196,1
Mahāsālaputtasuttaṃ,,Section Title: an5.4/Section 40,1
Mahāsālasuttaṃ,,Section Title: sn.1.7/Section 200,1
Mahāvaggo,,Vagga Title: sn.2.1/Section 61,1
Majjhanhikasuttaṃ,,Section Title: sn.1.9/Section 232,1
Makkaṭasuttaṃ,,Section Title: sn.5.3/Section 373,1
Malasuttaṃ,,Section Title: an3.1/Section 10,1
Mallikasuttaṃ,,Section Title: sn.5.4/Section 522,1
Manonivāraṇasuttaṃ,,Section Title: sn.1.1/Section 24,1
Manussacutidevanirayādisuttaṃ,,Section Title: sn.5.12/Section 1175,1
Manussacutinirayasuttaṃ,,Section Title: sn.5.12/Section 1172,1
Manussacutipettivisayasuttaṃ,,Section Title: sn.5.12/Section 1174,1
Manussacutitiracchānasuttaṃ,,Section Title: sn.5.12/Section 1173,1
Manāpadāyīsuttaṃ,,Section Title: an5.5/Section 44,1
Maraṇasuttaṃ,,Section Title: sn.5.2/Section 249,1
Matteyyasuttaṃ,,Section Title: sn.5.12/Section 1136,1
Maṅgulitthisuttaṃ,,Section Title: sn.2.8/Section 215,1
Maṇibhaddasuttaṃ,,Section Title: sn.1.10/Section 238,1
Maṇicūḷakasuttaṃ,,Section Title: sn.4.8/Section 362,1
Methunasuttaṃ,,Section Title: an7.5/Section 50,1
Mettasuttaṃ,,Section Title: an7.6/Section 62,1
Mettāsahagatasuttaṃ,,Section Title: sn.5.2/Section 235,1
Mettāsuttaṃ,,Section Title: sn.5.2/Section 243,1
Micchādiṭṭhipahānasuttaṃ,,Section Title: sn.4.1/Section 165,1
Migajālavaggo,,Vagga Title: sn.4.1/Section 63,1
Moneyyasuttaṃ,,Section Title: an3.12/Section 123,1
Moḷiyaphaggunasuttaṃ,,Section Title: sn.2.1/Section 12,1
Muditāsuttaṃ,,Section Title: sn.5.2/Section 245,1
Mudutaravaggo,,Vagga Title: sn.5.4/Section 481,1
Musāvādasuttaṃ,,Section Title: sn.5.12/Section 1144,1
Māgadhasuttaṃ,,Section Title: sn.1.2/Section 85,1
Māghasuttaṃ,,Section Title: sn.1.2/Section 84,1
Mālukyaputtasuttaṃ,,Section Title: sn.4.1/Section 95,1
Mānadinnasuttaṃ,,Section Title: sn.5.3/Section 396,1
Mānakāmasuttaṃ,,Section Title: sn.1.1/Section 9,1
Mānasasuttaṃ,,Section Title: sn.1.4/Section 151,1
Mānatthaddhasuttaṃ,,Section Title: sn.1.7/Section 201,1
Māradhītusuttaṃ,,Section Title: sn.1.4/Section 161,1
Mārasuttaṃ,,Section Title: sn.5.2/Section 224,1
Mātuposakasuttaṃ,,Section Title: sn.1.7/Section 205,1
Mātāputtasuttaṃ,,Section Title: an5.6/Section 55,1
Mīḷhakasuttaṃ,,Section Title: sn.2.6/Section 161,1
